"237","2016-06-25","2"
"237","2016-06-27","1"
"237","2016-06-28","15"
"237","2016-06-29","25"
"237","2016-06-30","32"
"237","2016-07-01","17"
"237","2016-07-02","9"
"237","2016-07-03","1"
"237","2016-07-04","9"
"237","2016-07-05","62"
"237","2016-07-06","31"
"237","2016-07-07","6"
"237","2016-07-08","2"
"237","2016-07-09","1"
"237","2016-07-10","5"
"237","2016-07-11","19"
"237","2016-07-12","9"
"237","2016-07-13","1"
"237","2016-07-14","1"
"237","2016-07-15","1"
"237","2016-07-16","5"
"237","2016-07-18","1"
"237","2016-07-19","6"
"237","2016-07-20","28"
"237","2016-07-21","14"
"237","2016-07-22","9"
"237","2016-07-23","1"
"237","2016-07-25","12"
"237","2016-07-26","24"
"237","2016-07-27","8"
"237","2016-07-28","4"
"237","2016-07-29","9"
"237","2016-07-30","6"
"237","2016-07-31","6"
"237","2016-08-01","11"
"237","2016-08-02","9"
"237","2016-08-03","14"
"237","2016-08-04","19"
"237","2016-08-05","32"
"237","2016-08-06","6"
"237","2016-08-07","9"
"237","2016-08-08","11"
"237","2016-08-09","33"
"237","2016-08-10","41"
"237","2016-08-11","14"
"237","2016-08-12","10"
"237","2016-08-13","14"
"237","2016-08-14","28"
"237","2016-08-15","21"
"237","2016-08-16","15"
"237","2016-08-17","44"
"237","2016-08-18","32"
"237","2016-08-19","9"
"237","2016-08-20","24"
"237","2016-08-21","3"
"237","2016-08-22","9"
"237","2016-08-23","25"
"237","2016-08-24","29"
"237","2016-08-25","51"
"237","2016-08-26","18"
"237","2016-08-27","8"
"237","2016-08-28","11"
"237","2016-08-29","27"
"237","2016-08-30","24"
"237","2016-08-31","3"
"237","2016-09-01","14"
"237","2016-09-02","37"
"237","2016-09-03","22"
"237","2016-09-04","15"
"237","2016-09-05","30"
"237","2016-09-06","11"
"237","2016-09-07","23"
"237","2016-09-08","68"
"237","2016-09-09","59"
"237","2016-09-10","25"
"237","2016-09-11","28"
"237","2016-09-12","79"
"237","2016-09-13","39"
"237","2016-09-14","32"
"237","2016-09-15","15"
"237","2016-09-16","15"
"237","2016-09-17","19"
"237","2016-09-18","46"
"237","2016-09-19","32"
"237","2016-09-20","40"
"237","2016-09-21","29"
"237","2016-09-22","39"
"237","2016-09-23","35"
"237","2016-09-24","48"
"237","2016-09-25","27"
"237","2016-09-26","36"
"237","2016-09-27","45"
"237","2016-09-28","52"
"237","2016-09-29","32"
"237","2016-09-30","4"
"237","2016-10-01","3"
"237","2016-10-02","2"
"237","2016-10-03","5"
"237","2016-10-04","3"
"237","2016-10-05","5"
"237","2016-10-06","14"
"237","2016-10-07","14"
"237","2016-10-08","28"
"237","2016-10-09","26"
"237","2016-10-10","42"
"237","2016-10-11","23"
"237","2016-10-12","24"
"237","2016-10-13","57"
"237","2016-10-14","45"
"237","2016-10-15","14"
"237","2016-10-16","9"
"237","2016-10-17","37"
"237","2016-10-18","21"
"237","2016-10-19","51"
"237","2016-10-20","21"
"237","2016-10-21","20"
"237","2016-10-22","17"
"237","2016-10-23","19"
"237","2016-10-24","36"
"237","2016-10-25","25"
"237","2016-10-26","24"
"237","2016-10-27","17"
"237","2016-10-28","13"
"237","2016-10-29","42"
"237","2016-10-30","12"
"237","2016-10-31","30"
"237","2016-11-01","49"
"237","2016-11-02","41"
"237","2016-11-03","37"
"237","2016-11-04","100"
"237","2016-11-05","50"
"237","2016-11-06","65"
"237","2016-11-07","145"
"237","2016-11-08","14"
