"21","0","8&554.00","1&89.00","24&994.28","10&1259.00","45&5400.00","32&2739.60","60&5943.40","60&8753.70","31&3170.10","25&2141.60","40&3121.30","34&3465.50","5&406.80","0","0","0","0","0"
"221382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94&8506.40","46&4391.10","40&4035.00"
"221428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&152.70","27&2275.90","11&820.90","27&2958.90"
"221446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&216.90","3&179.70","1&69.00","0"
"221509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1120.30","11&1006.50","1&85.00","0"
"221524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1008.90","49&4226.60","16&1248.20","29&2405.30"
"221548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64&5496.20","4&219.60","23&1970.60"
"221623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&179.80"
"221666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&870.40","11&1111.40","12&1249.00","5&486.60"
"221673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&355.50","4&623.90","1&129.00"
"221708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&876.80","3&348.80"
"221791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38&3461.80","9&1221.70","11&945.00","6&478.70"
"221812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&631.40","1&69.90","0","2&133.20"
"221813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1421.30","10&1014.70","4&326.00","6&487.70"
"221886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&579.30"
"221916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&244.40","4&389.70","2&184.90","0"
"222035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&691.80","5&373.50","4&330.50","1&36.80"
"222061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&295.00","0"
"222099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&200.00","3&245.80"
"222153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&810.30","14&1262.70","2&262.40","0"
"222311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1898.70","19&2075.40"
"222885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&133.00","0","3&202.90","6&455.40"
"222896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&334.90","6&603.30","0","0"
"222914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1453.00"
"222983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&312.70","1&55.90","0","0"
"223130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2612.20","24&2808.70","30&2642.80"
"223148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&212.90"
"223401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&407.80","3&255.90","0"
"223437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&498.40","5&275.70"
"223461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&272.70","2&152.70","6&468.50","4&359.80"
"223728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&941.20"
"223730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39&3296.40"
"223849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&735.70","12&1135.80","27&2589.60","27&2415.50"
"223945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&436.80","2&217.90","0","0"
"223986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80"
"224012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1494.60","33&3111.20","37&2858.60","51&4264.80"
"224017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&214.00"
"224040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&673.70","10&762.10","13&1224.50","19&1685.20"
"224053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","179&14868.00","106&9678.40","52&4614.30","36&3096.00"
"224075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1176.60","25&2518.00","14&1119.60","8&621.90"
"224274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&606.20","24&2411.40","20&1966.00"
"224289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&3978.50","11&1102.10","18&1778.80"
"224314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&149.00","1&99.00","0","0"
"224444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&894.90","8&778.00","2&262.90","3&262.00"
"224485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&893.10","10&852.00","2&203.80","8&813.30"
"224521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90","1&39.90","2&108.40","4&309.60"
"224716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&954.60","5&317.60","2&119.80","6&1118.80"
"224771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1071.90","9&679.00","2&106.70"
"224813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&849.30","4&321.90"
"224858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&449.40","1&74.90","0","0"
"224898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1589.70","19&1822.20","4&331.60","1&69.90"
"224995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2292.00","14&1113.00","13&1372.00"
"225085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&724.40","13&1012.10","11&927.80","9&733.50"
"225256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1119.10","7&563.50","0","4&329.50"
"225260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&633.80","11&854.20","11&1076.40","10&980.40"
"225451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118&10247.00","269&29457.80","217&21683.00","246&22444.30"
"225454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55&4295.90","5&548.70","1&49.90","0"
"225615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&571.80","7&846.60","3&292.60","18&1439.50"
"225685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&436.70","17&1378.80"
"225694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&2029.00","4&319.70","2&131.90","0"
"225697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&625.60","6&486.60","5&411.60"
"225881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&666.40","4&357.80","1&128.00","1&48.00"
"225935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&2545.00","18&1855.10"
"225958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1709.10","26&1881.00"
"225967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&857.50","24&2630.90","18&1836.20","16&1709.60"
"225973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","1&79.90","1&129.00"
"226035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&54.00","0"
"226051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&744.60","0","6&663.90","2&129.80"
"226104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&688.70"
"226141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&678.70","12&991.90","13&1210.30"
"226338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33&3254.80","105&8932.50","39&2878.60"
"226395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1762.10","11&1219.70","6&324.80","0"
"226490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&603.70","2&197.90","4&314.00","0"
"226528","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&186.60"
"226539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&90.00","2&89.80","0","0"
"226554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","5&301.80","1&79.90","1&55.90"
"226669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1003.20"
"226889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&1024.80","1&128.00","0","0"
"226958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&119.90","0"
"227133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&530.40","12&886.80","5&402.00","0"
"227183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&979.20","7&707.80","5&471.90"
"227188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&708.00","2&207.90"
"227413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1172.20","2&154.00","0","5&417.70"
"227482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1355.50","2&139.00","0","1&59.90"
"227527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","2&147.00","13&1331.80"
"227542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&227.70","20&1952.30","24&1820.00","3&169.70"
"227543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80","0"
"227560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&135.80","0"
"227694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&624.40","10&1037.00","3&244.50","6&447.00"
"227781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&436.10","1&88.00","0","1&89.90"
"227820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&184.60","4&308.90"
"227889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&269.70","1&78.00","0"
"227901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&769.00","2&181.00","0"
"228012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&441.60","1&49.90","1&66.60"
"228103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&333.00","4&414.80","0","0"
"228114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&155.90","1&118.00","0","1&36.80"
"228161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","0"
"228321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&184.90","4&706.50","4&455.70","0"
"228405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94&9201.30","32&2707.60","27&2495.70"
"228408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&386.10","0"
"228510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&109.90","1&48.90"
"228563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","228&22597.10","362&34624.80","308&28079.90"
"228575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27&2338.90","33&3118.20","14&1076.10","24&2250.80"
"228592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54&4604.50","95&8524.90","96&7848.50","43&4217.40"
"228599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2031.10","10&1001.50","0","0"
"228642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90","0"
"228702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&563.40","10&807.70","10&845.60","5&418.70"
"228757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&449.90","2&348.00","3&282.00","10&843.30"
"228859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64&6093.40","59&4961.30","81&6521.40"
"229038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&281.70"
"229239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&555.60","5&452.70","3&216.90","0"
"229289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90"
"229295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&448.60"
"229345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&486.80","1&128.00","1&79.90"
"229441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&130.00","9&599.10"
"229462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&355.50","5&324.50","0"
"229479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&457.50","16&1548.40","11&1013.50","2&141.00"
"229490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1499.40","27&2465.10","20&2147.60"
"229507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80","1&55.00"
"229517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&337.90","11&875.20","3&289.70"
"229536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&665.70","10&1505.70","2&139.80"
"229669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1100.30","35&3635.80"
"229745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&573.60","10&1239.40","0","0"
"230082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&169.80","2&159.80","3&189.00","0"
"230124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&4159.00","28&3226.00","1&128.00","6&637.60"
"230141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1084.00","59&4392.68","14&1685.00","16&1703.70"
"230153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&133.20","2&150.00"
"230226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&269.60"
"230252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40&3530.10","79&8011.50","59&5685.20","44&3773.70"
"230328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&2695.70","32&3641.00"
"230374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1482.50"
"230391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&738.50","8&536.80","7&593.80"
"230524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&614.30","6&449.60","1&139.80","1&65.00"
"230718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&160.80","3&235.70","0","3&112.50"
"230875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&184.00"
"230911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45&3645.10","16&1335.60","13&1290.80","5&399.00"
"230968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&74.90","1&54.00","4&276.80","0"
"230990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&98.00","1&66.60","2&136.50","1&66.60"
"231123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2128.40","0","2&186.70"
"231213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00"
"231410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&336.70","14&1126.40","13&984.30"
"231470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1510.80"
"231577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&626.10","18&1634.60"
"231634","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&586.70","4&284.50","0","0"
"231636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&2247.80","93&8177.00"
"231678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&293.60","5&459.40","5&399.50"
"231746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","1&69.90","0"
"231760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&158.90","13&1468.70","6&522.60","8&627.40"
"231965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&685.90","3&278.80","1&95.90"
"232105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&218.90","2&117.90"
"232198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&931.80","11&1313.10","6&582.60","0"
"232269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&2017.90","1&98.40","3&519.00"
"232349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&374.00","1&49.90","0"
"232356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37&3881.40","31&3103.80","11&810.20","2&126.70"
"232378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&148.00","0","1&74.00"
"232488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&2872.10","6&744.00","5&379.50","0"
"233016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&611.40","2&139.80"
"233022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1661.70","3&305.70","4&367.00","2&227.90"
"233174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&625.20","2&109.80"
"233178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1636.20","10&1157.40","4&251.40","9&627.30"
"233399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&184.00","2&167.90","2&197.90"
"233471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2459.10","59&4702.70","39&3222.90"
"233598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.00","4&547.80","0","0"
"234020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&362.80","2&159.80","1&118.00","0"
"234036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","5&436.60"
"234117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&2861.80","17&1451.60","15&1190.00"
"234227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&537.80","3&229.70"
"234299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&267.90","5&320.40"
"234314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49&4403.60","30&2519.70"
"234548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1093.70","8&769.20"
"234593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&408.80","12&903.30","8&584.20"
"234710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1459.60","6&753.30","4&363.90","1&69.90"
"234788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&313.90","36&3422.20","21&1720.30","17&1396.90"
"234934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&424.60","25&1668.30","16&1325.20"
"234992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90","0","1&79.90","4&289.60"
"235070","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&2400.20","40&4902.00"
"235170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90"
"235181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&2909.70","30&2404.60","13&885.20"
"235185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&738.20","20&1532.90"
"235198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1068.60","21&1438.60"
"235384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2445.20","10&873.90","10&779.70","8&560.20"
"235410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&199.80","15&1198.80","15&1142.80"
"235446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&758.50","10&692.10","10&853.70","3&244.80"
"235602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&201.50","5&423.70","0","0"
"235681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1301.40","10&875.30","6&530.90","0"
"235794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&275.80","5&685.60","4&395.80","0"
"235960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&657.40","8&877.40"
"236018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","4&232.50","4&239.20","0"
"236062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1074.20","26&3142.90","13&2240.30","0"
"236187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&769.60","0","8&741.00","2&158.00"
"236197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125&12171.00","513&47573.60"
"236269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&693.40","1&39.00","1&129.00"
"236420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&118.00","10&876.30","1&135.00","0"
"236493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&694.00","63&5892.70","12&1043.80","8&683.50"
"236513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&349.30","0"
"236535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&440.50"
"236724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&520.60","11&809.30","16&1663.20"
"236791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&157.90","2&138.90","0","0"
"236849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&138.00","6&674.70","1&139.00","1&108.00"
"236871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&251.90","4&285.90","0"
"236974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&341.30","3&252.90"
"237058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64&4890.00","42&3564.80","19&1395.70","32&2494.70"
"237273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&254.80","0","1&36.80","0"
"237325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1218.00","4&234.60","1&108.00"
"237359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&256.00","2&486.00","0"
"237487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90","0"
"237579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1079.30","6&697.60"
"237595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&319.90","5&300.50"
"237613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57&4892.70","62&5748.20"
"237797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35&2984.10","44&4660.50","18&1583.20","5&444.80"
"237817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52&4604.00","34&3010.20","44&3742.50"
"237879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1340.00","24&2228.60"
"237917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&428.60","0","2&136.00"
"237975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&109.80","11&1958.60","0"
"238038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&323.70","0","11&766.20"
"238074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1681.80","30&3349.30","25&2620.00","25&2713.90"
"238263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&433.80","7&490.60","4&380.70"
"238530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&796.70","10&921.40","3&244.70"
"238566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1227.10","2&189.80"
"238819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","1&69.90","1&115.00"
"238904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&339.60","24&2179.30","6&504.70"
"238933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&514.00","15&1199.60","2&199.80"
"239042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&179.00","11&1060.60","18&1854.10"
"239146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&138.00","0","20&1633.00","7&531.90"
"239348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&247.80"
"239350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&1125.40","6&738.80","4&360.90"
"239354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&192.00","3&155.90"
"239415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&229.70","16&896.30","23&1833.10"
"239426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&499.60","9&763.80","0","0"
"239476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72&5768.70","95&7861.00"
"239493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1241.30","19&1716.00","14&1006.40"
"239515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&180.80","2&159.90","11&680.30"
"239562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2305.30","19&1779.70","18&1504.10","8&596.10"
"239589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&553.40","48&4317.20","46&5088.10","40&3454.80"
"239965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&830.50","7&435.70","8&624.20"
"240011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&737.30","13&1022.40","16&1349.00"
"240266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&668.70","3&232.60","2&164.00","0"
"240301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&788.40"
