"21","0","8&554.00","1&89.00","24&994.28","10&1259.00","45&5400.00","32&2739.60","60&5943.40","60&8753.70","31&3170.10","25&2141.60","40&3121.30","34&3465.50","5&406.80","0","0","0","0","0"
"170248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&813.30","2&168.70","1&123.00","0"
"170258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&247.80","0"
"170289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39&3536.50","108&12318.50","99&9498.80"
"170317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&385.60","1&118.80","1&85.00","0","0"
"170484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&106.00","0","1&53.00","3&159.00"
"170525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&147.90","4&257.70","7&528.90","4&383.90","1&149.00"
"170557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","67&6151.90","61&5708.70","83&8051.80","31&2803.50"
"170599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1879.00","18&1882.00","15&1901.20","3&536.00"
"170615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&299.80","0"
"170661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1657.30","33&2826.90","41&5407.60","23&2169.00","12&916.00"
"170714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&613.80","26&2420.00","15&1065.80","11&843.40","3&212.90"
"170806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2616.90","23&2098.10","59&5273.50","53&5249.90"
"170831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&252.00","1&119.00","3&189.70","0"
"170851","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&166.50"
"170856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.00","6&599.50","5&475.80","15&1758.20","0"
"170878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&2916.80","541&50374.30","476&42153.60","377&31926.90"
"170881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&130.00","34&3290.60"
"170882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&192.00","8&689.70","7&552.60","3&227.80","8&531.60"
"170915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&464.90","1&69.00","1&85.00"
"171026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335&29563.30","923&85958.90","787&76884.40","731&67516.30","565&49884.30"
"171047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1464.60"
"171136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&243.00","10&752.90","4&331.60","1&49.90","0"
"171154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&819.90","1&129.00","1&78.00","1&49.90"
"171155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&542.30","54&5017.40","52&5009.80","78&7414.00"
"171206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&710.70","51&4260.30"
"171279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&666.70"
"171336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&639.40","10&967.90","4&330.90","0"
"171362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&622.50","63&5457.40","33&2785.40","15&1222.10","7&577.90"
"171363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&307.90","28&2626.90","10&1025.70","11&873.40","20&2435.40"
"171427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.00"
"171461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&164.80","12&947.20","12&883.70"
"171494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1756.20","17&1212.30"
"171536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80","9&658.30","5&477.20","0","0"
"171547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51&3762.30","31&2306.90","24&2303.20","25&1944.10"
"171554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&840.90","23&1782.70","31&2621.80","27&3761.00"
"171565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27&2660.30","28&2437.40"
"171601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1284.90","25&2142.80","5&419.20","4&325.60","2&177.00"
"171644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&424.90","12&987.40","14&1283.90","19&1749.10","21&1527.00"
"171726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&382.70","1&50.80"
"171765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&168.90","0","0","0","0"
"171768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&320.60","11&868.40","11&972.70","8&604.10"
"171783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","2&168.90","4&216.90","2&137.90"
"171790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2080.10","50&4319.40","19&1712.70","36&3076.30","33&2711.90"
"171791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1032.40","18&2110.70","8&647.80","7&688.80"
"171838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1534.40","13&1371.40","10&667.40","1&40.00"
"171877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&308.70","0","4&296.80"
"171882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42&3162.90","34&3650.40","53&4083.20","31&2531.90"
"171941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","0","0","0","0"
"171998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1226.00","17&1405.80","18&1485.80","15&1163.20","9&588.30"
"172013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&256.90","7&531.60","10&976.60","8&655.30","4&404.80"
"172038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1275.70","11&1219.40","8&685.40","6&579.50"
"172056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","15&1554.60","15&1410.30","0","0"
"172057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42&3310.20","122&11897.10","71&6775.40","168&15195.30"
"172060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.00","0","0","0","0"
"172062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2246.10","36&6885.80","24&2207.80","18&2344.80"
"172084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&732.50","18&1772.80","5&484.80","4&556.90"
"172186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&373.00","4&481.00","2&426.00","1&62.00","0"
"172189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47&3881.00","43&5447.20","31&2917.90","14&1099.50"
"172192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2313.90","34&3150.40","30&2229.10"
"172282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82&7970.30","309&28847.50","199&17132.10","131&11186.40"
"172390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&852.10","1&109.90","1&49.90","1&85.00"
"172400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&96.80"
"172454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&393.90","3&446.90","6&513.00","1&113.00"
"172476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1962.30"
"172529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&602.70","7&522.60","1&78.00"
"172551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80","8&796.40","10&769.00"
"172571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&499.80","2&298.90","0","0"
"172574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&998.60","26&4690.40","30&2746.60"
"172595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1709.80","13&998.10","0","2&198.00"
"172604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1169.10","8&715.50","7&754.50","0","11&862.20"
"172658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1724.40","33&3064.20","60&6367.50","49&5475.40","43&3613.40"
"172718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1304.10","12&1027.10","23&1794.00"
"172779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1164.40","12&835.90","4&250.70","26&3078.40","6&506.80"
"172793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2628.90","29&4677.50","12&1187.30","0"
"172829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&305.90","4&323.70","0","3&178.80","0"
"172860","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82&6922.00","28&2109.40","26&2342.20","43&4485.00"
"172872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.00"
"172962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&78.00","17&1717.00","7&623.60","6&582.60"
"172978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&197.90","12&1048.40","8&606.50","2&144.80"
"173060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&616.90"
"173078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&806.40","0"
"173130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27&2233.50","15&1522.40","15&1310.70","3&206.70"
"173199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1376.30","12&1086.80","6&631.50","1&69.00","1&79.90"
"173246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1326.30","6&392.20"
"173283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&4299.50","67&6689.00","38&3497.30","47&4442.90"
"173378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&460.10"
"173385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&657.30"
"173759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1246.90","50&4506.10","32&2962.70","50&4328.90"
"173797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&463.90","11&764.60","3&299.80","0","0"
"173822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&792.90","29&3049.90","2&148.80","2&176.90"
"173868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2575.90","20&2185.00","14&1735.00","30&2987.70"
"173878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1655.50","108&9632.50","44&4199.90","11&866.80"
"174019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&992.20","156&13449.50","100&8920.80","110&9952.60","87&8322.40"
"174043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&64.00","2&108.90","1&39.90","6&321.90","1&35.00"
"174050","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1404.10","7&483.40","2&437.00","4&303.50"
"174104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&138.00","12&934.60","5&563.90","1&119.90","0"
"174190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&208.90","9&781.60","6&3558.90","0","3&264.80"
"174200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1402.70","28&2880.60","4&364.90","5&545.90"
"174220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&124.70","2&248.90","1&129.00","0"
"174330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.00","2&178.90","10&804.30","5&569.80","2&124.40"
"174365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&671.70","80&6314.80","71&7162.20","52&5714.00","38&3710.80"
"174369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1089.90","35&3286.40","12&916.20","5&662.90","32&2866.40"
"174391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51&4928.30","23&1794.30","10&997.20"
"174493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&776.80","15&925.30"
"174498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&468.00","5&684.90","0"
"174550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&881.60","1&85.00","0"
"174551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90","10&988.50","15&1380.50","11&897.00"
"174566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1756.60","10&774.60","8&619.50"
"174595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&864.50","4&313.50","1&118.80","1&99.90"
"174628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&199.80","1&105.90","0","0"
"174641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&659.80","15&1312.90","11&882.40","6&492.90","3&167.90"
"174658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&245.00","0","2&129.80","1&89.90"
"174704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1540.90","21&1961.70","17&1617.90","17&1574.00","13&1035.70"
"174731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&119.00","69&6431.40","37&3256.30"
"174744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90","1&79.90"
"174780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1508.80","29&2181.10"
"174866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&246.90","4&329.00","1&59.90","0","0"
"174925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2229.50","12&1358.70","1&118.00","3&268.80"
"174980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&838.20","21&1588.60"
"175024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&54.00","0"
"175030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.00","10&967.10","1&159.00","0","0"
"175216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1384.80","43&3959.50","27&2825.10","19&1683.60","30&2515.60"
"175319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&185.90","10&565.70","0","0","0"
"175320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&316.90","15&1347.90","2&171.80","1&79.90","0"
"175455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58&4932.20","24&2226.10","22&1986.20","12&943.90"
"175535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&605.80","21&1483.40"
"175581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59&4979.70","54&5667.80","99&10006.10","72&5741.40"
"175586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&367.70"
"175615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84&8115.50","88&8257.90","73&6512.50","80&7061.10"
"175656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&217.90","0"
"175767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1354.70","7&694.60","2&256.00"
"175815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1018.10","13&1259.60","16&1124.80"
"175868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1333.90","10&1042.60","7&459.90","12&950.00"
"175880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55&4977.40","35&2715.70","13&1122.90","3&257.90"
"175897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&168.80","19&1855.30","14&1085.00","10&1077.10"
"175920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&262.00","4&337.70"
"175980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","11&779.20"
"175984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&357.80","25&3216.10","21&1885.50","11&811.00"
"176003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77&8157.10","6&514.80","1&114.90","1&90.00"
"176083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49&4695.10","25&2888.70","48&4401.50"
"176102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&321.00","13&1030.60","0","2&213.10","2&109.90"
"176103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1225.70"
"176155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97&8117.30","85&7760.30","29&2445.20","26&1993.80"
"176198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&118.80","0","0"
"176281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&179.60","0","1&99.90"
"176328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1096.00","11&881.40","7&527.80","0"
"176405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1402.50","14&1182.90","15&2181.20","3&274.80"
"176436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&360.00","10&476.10","10&545.20","1&36.80"
"176450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&574.30"
"176457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1165.40","6&376.90","0","3&436.70","2&373.00"
"176576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","46&4333.20","32&3210.30","19&1747.70","10&841.20"
"176580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&3084.20","9&982.00","7&1112.50","7&761.60"
"176732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&447.60","1&59.90","2&107.90"
"176748","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&384.00","3&384.00","0"
"176867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&482.00","2&176.00","0","0","0"
"177028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&96.00","1&108.00","15&1060.70","3&205.90"
"177043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1023.30","2&205.90"
"177047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&198.90","0"
"177235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&181.00","0","0","0","0"
"177352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124&9952.20","72&7081.00"
